coc_number,coc_name,coc_category,total_homeless,es_beds,rrh_beds,psh_beds,population,homeless_rate,psh_beds_pc,rrh_beds_pc,es_beds_pc
WA-501,Washington Balance of State CoC,Largely Rural CoC,6764,4659,3379,1744,2209995,30.606404086887075,7.891420568824817,15.289627352098082,21.081495659492443
WA-502,Spokane City & County CoC,Other Largely Urban CoC,2390,1242,706,1122,485859,49.19122626111691,23.093119608775385,14.530964744915707,25.562971973350294
WA-503,"Tacoma, Lakewood/Pierce County CoC",Largely Suburban CoC,2148,1632,816,1209,827075,25.971042529395763,14.617779524226943,9.866094368709003,19.732188737418006
WA-504,Everett/Snohomish County CoC,Largely Suburban CoC,1285,682,599,1557,758649,16.93800426811345,20.52332501591645,7.895614440933818,8.989664522064881
WA-508,Vancouver/Clark County CoC,Largely Suburban CoC,1300,406,461,645,458516,28.3523366687313,14.067120885639758,10.054174772527022,8.854652836542236
WI-500,Wisconsin Balance of State CoC,Largely Rural CoC,2940,1915,631,893,4087801,7.192130928095571,2.1845486118331103,1.5436172162001038,4.684670315409189
WI-501,Milwaukee City & County CoC,Major City CoC,1056,764,491,2210,955306,11.054049697165096,23.133948703347407,5.13971439517809,7.997437470297475
WI-502,Racine City & County CoC,Largely Suburban CoC,241,167,92,147,194873,12.367028782848317,7.543374402816193,4.721023435776121,8.56968384537622
WI-503,Madison/Dane County CoC,Other Largely Urban CoC,624,473,603,895,516818,12.07388287559644,17.317508291119893,11.667550278821558,9.1521580130723
WV-500,"Wheeling, Weirton Area CoC",Largely Rural CoC,113,81,24,16,145047,7.790578226368004,1.1030907223175936,1.6546360834763905,5.584396781732817
WV-501,"Huntington/Cabell, Wayne Counties CoC",Largely Rural CoC,244,195,203,387,137860,17.699115044247787,28.071957057884813,14.725083417960251,14.144784564050486
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",Largely Suburban CoC,293,196,74,147,279057,10.499647025518085,5.267740999150711,2.6517879859670246,7.023654665534282
WV-508,West Virginia Balance of State CoC,Largely Rural CoC,766,693,314,446,1284128,5.965137431782502,3.4731740138054774,2.445239103889955,5.396658277056493
WY-500,Wyoming Statewide CoC,Largely Rural CoC,532,621,94,266,583029,9.124760517915918,4.562380258957959,1.6122697155716097,10.651271206063505
